,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,dayofweek
8937,2012-08-14 18:00:00,2,0,1,1,31.16,35.605,62,19.0012,97,757,854,2012,8,14,18,1
5967,2012-02-04 20:00:00,4,0,0,3,9.84,11.365,93,12.998,4,73,77,2012,2,4,20,5
10329,2012-11-15 19:00:00,3,0,1,2,13.94,16.665,61,8.9981,11,375,386,2012,11,15,19,3
824,2011-02-17 19:00:00,4,0,1,1,19.68,23.485,55,22.0028,14,161,175,2011,2,17,19,3
6698,2012-03-16 09:00:00,4,0,1,2,17.22,21.21,82,0.0,35,277,312,2012,3,16,9,4
3828,2011-09-10 12:00:00,2,0,0,1,29.52,34.09,62,15.0013,144,260,404,2011,9,10,12,5
6752,2012-03-18 15:00:00,4,0,0,1,22.14,25.76,68,6.0032,240,314,554,2012,3,18,15,6
8031,2012-06-15 00:00:00,1,0,1,1,24.6,29.545,73,11.0014,26,68,94,2012,6,15,0,4
340,2011-01-15 16:00:00,4,0,0,2,13.94,16.665,34,12.998,33,95,128,2011,1,15,16,5
3939,2011-09-15 04:00:00,2,0,1,1,24.6,28.79,78,7.0015,2,5,7,2011,9,15,4,3
3678,2011-09-04 04:00:00,2,0,0,1,26.24,28.79,83,11.0014,0,4,4,2011,9,4,4,6
8723,2012-08-05 20:00:00,2,0,0,1,28.7,33.335,84,7.0015,53,140,193,2012,8,5,20,6
3342,2011-08-09 04:00:00,2,0,1,1,28.7,33.335,74,0.0,1,6,7,2011,8,9,4,1
3634,2011-09-02 08:00:00,2,0,1,1,25.42,29.545,78,12.998,22,434,456,2011,9,2,8,4
4479,2011-10-18 16:00:00,3,0,1,1,25.42,31.06,57,16.9979,58,246,304,2011,10,18,16,1
2603,2011-06-16 09:00:00,1,0,1,2,25.42,30.305,65,12.998,29,232,261,2011,6,16,9,3
666,2011-02-11 00:00:00,4,0,1,1,4.1,6.82,49,7.0015,2,12,14,2011,2,11,0,4
3963,2011-09-16 04:00:00,2,0,1,1,16.4,20.455,71,19.0012,1,3,4,2011,9,16,4,4
8682,2012-08-04 03:00:00,2,0,0,1,29.52,35.605,84,8.9981,11,19,30,2012,8,4,3,5
2459,2011-06-10 09:00:00,1,0,1,1,31.16,34.85,55,0.0,37,176,213,2011,6,10,9,4
3367,2011-08-10 05:00:00,2,0,1,1,27.88,31.82,61,6.0032,2,30,32,2011,8,10,5,2
9990,2012-11-01 15:00:00,3,0,1,2,16.4,20.455,54,11.0014,35,179,214,2012,11,1,15,3
5410,2011-12-19 12:00:00,3,0,1,1,12.3,13.635,61,22.0028,13,128,141,2011,12,19,12,0
576,2011-02-07 04:00:00,4,0,1,1,8.2,12.88,86,0.0,1,1,2,2011,2,7,4,0
3211,2011-08-03 17:00:00,2,0,1,2,28.7,33.335,79,0.0,47,378,425,2011,8,3,17,2
396,2011-01-18 12:00:00,4,0,1,2,8.2,9.09,86,22.0028,0,3,3,2011,1,18,12,1
3199,2011-08-03 05:00:00,2,0,1,2,31.16,34.85,55,6.0032,2,22,24,2011,8,3,5,2
9491,2012-09-18 20:00:00,2,0,1,2,24.6,27.275,88,12.998,19,271,290,2012,9,18,20,1
6476,2012-03-07 02:00:00,4,0,1,1,12.3,14.395,56,19.0012,0,4,4,2012,3,7,2,2
8805,2012-08-09 06:00:00,2,0,1,1,27.06,30.305,83,11.0014,5,162,167,2012,8,9,6,3
3987,2011-09-17 04:00:00,2,0,0,1,18.86,22.725,72,8.9981,1,4,5,2011,9,17,4,5
2604,2011-06-16 10:00:00,1,0,1,2,27.06,31.06,61,16.9979,18,103,121,2011,6,16,10,3
4087,2011-10-02 08:00:00,3,0,0,2,13.94,16.665,76,12.998,14,50,64,2011,10,2,8,6
1496,2011-04-08 05:00:00,1,0,1,2,13.12,15.91,87,12.998,1,8,9,2011,4,8,5,4
3816,2011-09-10 00:00:00,2,0,0,1,25.42,27.275,94,0.0,32,84,116,2011,9,10,0,5
211,2011-01-10 02:00:00,4,0,1,1,4.92,6.06,50,15.0013,0,3,3,2011,1,10,2,0
9097,2012-09-02 10:00:00,2,0,0,2,29.52,34.85,79,0.0,158,230,388,2012,9,2,10,6
2274,2011-06-02 16:00:00,1,0,1,1,32.8,34.09,22,32.9975,63,255,318,2011,6,2,16,3
6916,2012-04-06 12:00:00,1,0,1,1,17.22,21.21,35,19.9995,113,224,337,2012,4,6,12,4
2103,2011-05-14 13:00:00,1,0,0,3,21.32,25.0,100,6.0032,68,180,248,2011,5,14,13,5
1321,2011-03-19 22:00:00,4,0,0,1,16.4,20.455,37,22.0028,27,45,72,2011,3,19,22,5
1507,2011-04-08 16:00:00,1,0,1,2,13.12,15.15,93,16.9979,2,58,60,2011,4,8,16,4
4461,2011-10-17 22:00:00,3,0,1,1,20.5,24.24,77,0.0,16,88,104,2011,10,17,22,0
3627,2011-09-02 01:00:00,2,0,1,3,25.42,29.545,73,7.0015,4,28,32,2011,9,2,1,4
8259,2012-07-05 12:00:00,2,0,1,1,36.9,40.91,35,23.9994,88,188,276,2012,7,5,12,3
2851,2011-07-07 17:00:00,2,0,1,1,35.26,37.88,36,16.9979,80,489,569,2011,7,7,17,3
6850,2012-04-03 18:00:00,1,0,1,1,24.6,30.305,26,11.0014,139,661,800,2012,4,3,18,1
4069,2011-10-01 14:00:00,3,0,0,2,17.22,21.21,71,23.9994,33,147,180,2011,10,1,14,5
401,2011-01-18 17:00:00,4,0,1,2,9.02,11.365,82,12.998,1,124,125,2011,1,18,17,1
6652,2012-03-14 11:00:00,4,0,1,2,25.42,31.06,41,11.0014,65,155,220,2012,3,14,11,2
4279,2011-10-10 08:00:00,3,1,0,1,21.32,25.0,83,0.0,27,227,254,2011,10,10,8,0
4078,2011-10-01 23:00:00,3,0,0,3,14.76,17.425,93,15.0013,8,57,65,2011,10,1,23,5
9135,2012-09-04 00:00:00,2,0,1,2,28.7,33.335,84,16.9979,10,19,29,2012,9,4,0,1
8645,2012-08-02 14:00:00,2,0,1,1,35.26,39.395,41,8.9981,54,171,225,2012,8,2,14,3
9978,2012-11-01 03:00:00,3,0,1,1,13.94,16.665,61,8.9981,5,10,15,2012,11,1,3,3
2771,2011-07-04 09:00:00,2,1,0,2,29.52,34.09,66,6.0032,142,96,238,2011,7,4,9,0
2621,2011-06-17 03:00:00,1,0,1,1,22.96,26.515,94,7.0015,1,5,6,2011,6,17,3,4
9867,2012-10-15 12:00:00,3,0,1,3,24.6,28.79,78,22.0028,73,211,284,2012,10,15,12,0
3263,2011-08-05 21:00:00,2,0,1,1,28.7,32.575,65,12.998,54,119,173,2011,8,5,21,4
2430,2011-06-09 04:00:00,1,0,1,2,29.52,34.85,79,6.0032,2,4,6,2011,6,9,4,3
632,2011-02-09 13:00:00,4,0,1,1,7.38,8.335,40,16.9979,2,67,69,2011,2,9,13,2
7916,2012-06-10 05:00:00,1,0,0,1,25.42,30.305,69,6.0032,3,10,13,2012,6,10,5,6
9461,2012-09-17 14:00:00,2,0,1,2,26.24,30.305,65,16.9979,129,203,332,2012,9,17,14,0
4691,2011-11-08 13:00:00,3,0,1,1,22.14,25.76,49,11.0014,31,165,196,2011,11,8,13,1
8224,2012-07-04 01:00:00,2,1,0,1,27.88,31.82,74,0.0,27,96,123,2012,7,4,1,2
9670,2012-10-07 07:00:00,3,0,0,3,17.22,21.21,58,11.0014,6,29,35,2012,10,7,7,6
6687,2012-03-15 22:00:00,4,0,1,1,21.32,25.0,68,8.9981,32,137,169,2012,3,15,22,3
10506,2012-12-04 04:00:00,3,0,1,2,16.4,20.455,87,8.9981,0,7,7,2012,12,4,4,1
10878,2012-12-19 16:00:00,3,0,1,1,17.22,21.21,50,23.9994,37,297,334,2012,12,19,16,2
4802,2011-11-13 04:00:00,3,0,0,2,14.76,17.425,62,8.9981,1,5,6,2011,11,13,4,6
2355,2011-06-06 01:00:00,1,0,1,1,24.6,28.03,83,8.9981,9,5,14,2011,6,6,1,0
4169,2011-10-05 18:00:00,3,0,1,1,24.6,31.06,53,11.0014,57,536,593,2011,10,5,18,2
957,2011-03-04 08:00:00,4,0,1,1,7.38,9.85,74,8.9981,6,222,228,2011,3,4,8,4
6399,2012-03-03 21:00:00,4,0,0,1,18.86,22.725,19,22.0028,24,130,154,2012,3,3,21,5
500,2011-02-03 23:00:00,4,0,1,1,8.2,11.365,47,7.0015,4,34,38,2011,2,3,23,3
4969,2011-12-01 03:00:00,3,0,1,1,10.66,12.12,56,16.9979,1,6,7,2011,12,1,3,3
2331,2011-06-05 01:00:00,1,0,0,2,26.24,31.06,61,11.0014,26,70,96,2011,6,5,1,6
2149,2011-05-16 11:00:00,1,0,1,1,26.24,31.06,57,0.0,56,129,185,2011,5,16,11,0
1108,2011-03-10 19:00:00,4,0,1,3,18.04,21.97,0,39.0007,5,51,56,2011,3,10,19,3
9297,2012-09-10 18:00:00,2,0,1,1,25.42,31.06,35,19.9995,111,857,968,2012,9,10,18,0
5974,2012-02-05 03:00:00,4,0,0,3,9.84,12.88,87,6.0032,4,13,17,2012,2,5,3,6
4932,2011-11-18 14:00:00,3,0,1,1,13.94,16.665,31,8.9981,31,123,154,2011,11,18,14,4
3469,2011-08-14 11:00:00,2,0,0,1,28.7,33.335,79,12.998,81,117,198,2011,8,14,11,6
4366,2011-10-13 23:00:00,3,0,1,2,23.78,27.275,88,12.998,2,45,47,2011,10,13,23,3
7922,2012-06-10 11:00:00,1,0,0,1,31.16,34.09,45,6.0032,184,315,499,2012,6,10,11,6
1810,2011-05-02 08:00:00,1,0,1,2,19.68,23.485,77,15.0013,21,350,371,2011,5,2,8,0
7843,2012-06-07 04:00:00,1,0,1,1,18.86,22.725,88,7.0015,0,6,6,2012,6,7,4,3
9379,2012-09-14 04:00:00,2,0,1,1,22.14,25.76,77,0.0,1,11,12,2012,9,14,4,4
3446,2011-08-13 12:00:00,2,0,0,2,27.06,29.545,89,11.0014,175,246,421,2011,8,13,12,5
4329,2011-10-12 10:00:00,3,0,1,2,22.14,25.76,88,26.0027,15,98,113,2011,10,12,10,2
965,2011-03-04 16:00:00,4,0,1,1,14.76,17.425,46,12.998,17,101,118,2011,3,4,16,4
9081,2012-09-01 18:00:00,2,0,0,2,33.62,38.635,52,0.0,184,258,442,2012,9,1,18,5
10797,2012-12-16 07:00:00,3,0,0,2,13.94,17.425,87,6.0032,5,22,27,2012,12,16,7,6
9029,2012-08-18 14:00:00,2,0,0,1,31.16,33.335,37,19.0012,242,356,598,2012,8,18,14,5
7831,2012-06-06 16:00:00,1,0,1,1,26.24,31.06,41,8.9981,107,345,452,2012,6,6,16,2
1185,2011-03-14 02:00:00,4,0,1,1,10.66,14.395,65,6.0032,0,1,1,2011,3,14,2,0
4282,2011-10-10 11:00:00,3,1,0,1,25.42,30.305,69,6.0032,139,183,322,2011,10,10,11,0
1223,2011-03-15 18:00:00,4,0,1,2,14.76,16.665,62,19.9995,18,207,225,2011,3,15,18,1
5703,2012-01-12 19:00:00,4,0,1,2,17.22,21.21,71,11.0014,17,313,330,2012,1,12,19,3
1342,2011-04-01 19:00:00,1,0,1,1,13.94,15.15,49,22.0028,16,120,136,2011,4,1,19,4
4402,2011-10-15 11:00:00,3,0,0,1,22.96,26.515,40,26.0027,153,221,374,2011,10,15,11,5
4150,2011-10-04 23:00:00,3,0,1,1,19.68,23.485,77,8.9981,6,60,66,2011,10,4,23,1
753,2011-02-14 18:00:00,4,0,1,1,16.4,20.455,40,40.9973,11,194,205,2011,2,14,18,0
986,2011-03-05 13:00:00,4,0,0,2,18.86,22.725,67,19.0012,60,130,190,2011,3,5,13,5
7286,2012-05-02 23:00:00,1,0,1,2,20.5,24.24,77,16.9979,21,77,98,2012,5,2,23,2
6798,2012-04-01 13:00:00,1,0,0,2,18.04,21.97,62,12.998,190,274,464,2012,4,1,13,6
10303,2012-11-14 17:00:00,3,0,1,1,13.12,15.91,49,12.998,19,564,583,2012,11,14,17,2
2577,2011-06-15 07:00:00,1,0,1,1,22.14,25.76,60,8.9981,22,348,370,2011,6,15,7,2
5035,2011-12-03 21:00:00,3,0,0,2,12.3,15.91,61,6.0032,5,104,109,2011,12,3,21,5
4894,2011-11-17 00:00:00,3,0,1,2,17.22,21.21,88,16.9979,2,22,24,2011,11,17,0,3
5448,2012-01-02 02:00:00,4,1,0,1,14.76,15.91,34,30.0026,1,6,7,2012,1,2,2,0
10559,2012-12-06 09:00:00,3,0,1,1,9.84,11.365,48,12.998,19,257,276,2012,12,6,9,3
3891,2011-09-13 04:00:00,2,0,1,1,22.96,26.515,88,0.0,2,6,8,2011,9,13,4,1
5506,2012-01-04 13:00:00,4,0,1,2,5.74,6.06,43,16.9979,9,82,91,2012,1,4,13,2
9224,2012-09-07 17:00:00,2,0,1,1,31.98,37.12,59,22.0028,88,684,772,2012,9,7,17,4
3713,2011-09-05 15:00:00,2,1,0,2,27.88,31.82,79,19.0012,111,142,253,2011,9,5,15,0
9245,2012-09-08 14:00:00,2,0,0,1,33.62,38.635,52,30.0026,260,366,626,2012,9,8,14,5
9355,2012-09-13 04:00:00,2,0,1,1,21.32,25.0,83,0.0,0,6,6,2012,9,13,4,3
159,2011-01-07 22:00:00,4,0,1,2,7.38,9.85,43,11.0014,2,34,36,2011,1,7,22,4
7494,2012-05-11 15:00:00,1,0,1,1,25.42,30.305,25,12.998,140,299,439,2012,5,11,15,4
7209,2012-04-18 18:00:00,1,0,1,2,17.22,21.21,77,0.0,27,478,505,2012,4,18,18,2
2084,2011-05-13 18:00:00,1,0,1,3,21.32,25.0,88,11.0014,39,359,398,2011,5,13,18,4
4449,2011-10-17 10:00:00,3,0,1,1,21.32,25.0,45,11.0014,43,92,135,2011,10,17,10,0
4731,2011-11-10 05:00:00,3,0,1,2,14.76,17.425,100,8.9981,1,22,23,2011,11,10,5,3
8430,2012-07-12 15:00:00,2,0,1,1,32.8,35.605,36,12.998,63,208,271,2012,7,12,15,3
2294,2011-06-03 12:00:00,1,0,1,1,27.06,31.06,27,19.0012,51,208,259,2011,6,3,12,4
5329,2011-12-16 03:00:00,3,0,1,1,18.86,22.725,82,8.9981,2,3,5,2011,12,16,3,4
7693,2012-05-19 22:00:00,1,0,0,1,26.24,31.06,47,0.0,104,234,338,2012,5,19,22,5
1860,2011-05-04 10:00:00,1,0,1,2,13.94,15.91,93,19.0012,5,26,31,2011,5,4,10,2
9056,2012-08-19 17:00:00,2,0,0,2,26.24,29.545,78,7.0015,76,267,343,2012,8,19,17,6
7446,2012-05-09 15:00:00,1,0,1,2,26.24,31.06,53,7.0015,68,191,259,2012,5,9,15,2
4628,2011-11-05 22:00:00,3,0,0,1,12.3,16.665,65,0.0,10,72,82,2011,11,5,22,5
6674,2012-03-15 09:00:00,4,0,1,1,19.68,23.485,77,6.0032,30,285,315,2012,3,15,9,3
3667,2011-09-03 17:00:00,2,0,0,1,29.52,34.09,70,15.0013,170,201,371,2011,9,3,17,5
5938,2012-02-03 15:00:00,4,0,1,1,15.58,19.695,40,0.0,48,168,216,2012,2,3,15,4
3126,2011-07-19 04:00:00,2,0,1,1,29.52,34.09,70,8.9981,1,4,5,2011,7,19,4,1
4266,2011-10-09 19:00:00,3,0,0,1,22.96,26.515,73,6.0032,116,186,302,2011,10,9,19,6
6404,2012-03-04 02:00:00,4,0,0,2,14.76,17.425,40,11.0014,14,66,80,2012,3,4,2,6
3127,2011-07-19 05:00:00,2,0,1,2,28.7,33.335,74,7.0015,0,19,19,2011,7,19,5,1
6839,2012-04-03 07:00:00,1,0,1,1,13.12,16.665,66,6.0032,14,327,341,2012,4,3,7,1
7980,2012-06-12 21:00:00,1,0,1,1,27.88,31.82,83,7.0015,41,233,274,2012,6,12,21,1
411,2011-01-19 04:00:00,4,0,1,3,9.02,11.365,93,8.9981,1,1,2,2011,1,19,4,2
9826,2012-10-13 19:00:00,3,0,0,1,18.04,21.97,44,11.0014,73,259,332,2012,10,13,19,5
6373,2012-03-02 19:00:00,4,0,1,3,14.76,17.425,87,12.998,12,162,174,2012,3,2,19,4
9058,2012-08-19 19:00:00,2,0,0,2,26.24,30.305,73,8.9981,72,269,341,2012,8,19,19,6
7681,2012-05-19 10:00:00,1,0,0,1,22.96,26.515,43,0.0,177,275,452,2012,5,19,10,5
10464,2012-12-02 10:00:00,3,0,0,2,12.3,16.665,87,0.0,63,230,293,2012,12,2,10,6
10207,2012-11-10 17:00:00,3,0,0,1,20.5,24.24,45,12.998,183,318,501,2012,11,10,17,5
240,2011-01-11 09:00:00,4,0,1,2,7.38,9.85,51,11.0014,3,127,130,2011,1,11,9,1
1194,2011-03-14 12:00:00,4,0,1,1,15.58,19.695,37,0.0,40,54,94,2011,3,14,12,0
8515,2012-07-16 04:00:00,2,0,1,1,27.88,31.82,79,7.0015,1,11,12,2012,7,16,4,0
2391,2011-06-07 13:00:00,1,0,1,2,32.8,36.365,43,16.9979,55,141,196,2011,6,7,13,1
2899,2011-07-09 17:00:00,2,0,0,1,34.44,36.365,32,0.0,160,241,401,2011,7,9,17,5
4162,2011-10-05 11:00:00,3,0,1,1,24.6,31.06,46,19.0012,32,138,170,2011,10,5,11,2
4822,2011-11-14 00:00:00,3,0,1,1,18.86,22.725,59,19.0012,8,22,30,2011,11,14,0,0
10517,2012-12-04 15:00:00,3,0,1,2,24.6,31.06,49,16.9979,56,244,300,2012,12,4,15,1
6195,2012-02-14 09:00:00,4,0,1,2,10.66,14.395,56,6.0032,6,256,262,2012,2,14,9,1
1836,2011-05-03 10:00:00,1,0,1,2,26.24,30.305,69,23.9994,36,91,127,2011,5,3,10,1
2322,2011-06-04 16:00:00,1,0,0,2,29.52,32.575,30,8.9981,168,272,440,2011,6,4,16,5
6587,2012-03-11 18:00:00,4,0,0,1,21.32,25.0,29,19.0012,133,256,389,2012,3,11,18,6
3544,2011-08-17 14:00:00,2,0,1,1,33.62,36.365,36,11.0014,54,138,192,2011,8,17,14,2
2763,2011-07-04 01:00:00,2,1,0,1,26.24,28.79,83,6.0032,43,76,119,2011,7,4,1,0
4791,2011-11-12 17:00:00,3,0,0,1,20.5,24.24,34,16.9979,92,193,285,2011,11,12,17,5
8390,2012-07-10 23:00:00,2,0,1,2,26.24,28.79,89,7.0015,29,74,103,2012,7,10,23,1
8041,2012-06-15 10:00:00,1,0,1,1,26.24,31.06,57,11.0014,56,160,216,2012,6,15,10,4
5226,2011-12-11 20:00:00,3,0,0,1,9.02,12.12,55,7.0015,10,62,72,2011,12,11,20,6
3348,2011-08-09 10:00:00,2,0,1,2,32.8,38.635,59,15.0013,55,89,144,2011,8,9,10,1
6963,2012-04-08 11:00:00,1,0,0,1,20.5,24.24,25,19.0012,195,209,404,2012,4,8,11,6
3503,2011-08-15 21:00:00,2,0,1,1,27.06,31.06,65,12.998,34,150,184,2011,8,15,21,0
192,2011-01-09 07:00:00,4,0,0,1,3.28,4.545,53,12.998,1,5,6,2011,1,9,7,6
877,2011-03-01 00:00:00,4,0,1,1,12.3,13.635,70,31.0009,0,7,7,2011,3,1,0,1
845,2011-02-18 16:00:00,4,0,1,1,27.06,31.06,36,19.0012,68,164,232,2011,2,18,16,4
8252,2012-07-05 05:00:00,2,0,1,1,29.52,34.09,62,0.0,1,28,29,2012,7,5,5,3
3001,2011-07-13 23:00:00,2,0,1,1,27.06,30.305,83,16.9979,33,83,116,2011,7,13,23,2
5484,2012-01-03 15:00:00,4,0,1,1,6.56,6.06,37,27.9993,9,68,77,2012,1,3,15,1
9959,2012-10-19 08:00:00,3,0,1,2,22.14,25.76,94,7.0015,20,447,467,2012,10,19,8,4
8675,2012-08-03 20:00:00,2,0,1,2,31.98,37.88,66,15.0013,89,300,389,2012,8,3,20,4
7690,2012-05-19 19:00:00,1,0,0,1,28.7,31.82,39,8.9981,203,229,432,2012,5,19,19,5
1172,2011-03-13 13:00:00,4,0,0,1,18.86,22.725,38,26.0027,97,124,221,2011,3,13,13,6
2318,2011-06-04 12:00:00,1,0,0,1,28.7,31.82,32,11.0014,150,270,420,2011,6,4,12,5
7034,2012-04-11 11:00:00,1,0,1,2,15.58,19.695,43,22.0028,38,142,180,2012,4,11,11,2
522,2011-02-04 22:00:00,4,0,1,2,9.84,12.12,65,11.0014,1,45,46,2011,2,4,22,4
6925,2012-04-06 21:00:00,1,0,1,1,18.04,21.97,26,8.9981,54,136,190,2012,4,6,21,4
10793,2012-12-16 03:00:00,3,0,0,2,13.94,16.665,87,12.998,1,37,38,2012,12,16,3,6
2422,2011-06-08 20:00:00,1,0,1,1,32.8,39.395,63,8.9981,55,225,280,2011,6,8,20,2
4397,2011-10-15 06:00:00,3,0,0,1,16.4,20.455,71,0.0,5,15,20,2011,10,15,6,5
9469,2012-09-17 22:00:00,2,0,1,3,25.42,28.79,83,16.9979,20,109,129,2012,9,17,22,0
6141,2012-02-12 03:00:00,4,0,0,2,4.1,2.275,46,46.0022,0,14,14,2012,2,12,3,6
2722,2011-07-02 08:00:00,2,0,0,1,27.88,31.82,57,0.0,38,94,132,2011,7,2,8,5
8615,2012-08-01 08:00:00,2,0,1,2,27.06,30.305,78,12.998,32,649,681,2012,8,1,8,2
9415,2012-09-15 16:00:00,2,0,0,2,27.06,31.06,36,15.0013,350,433,783,2012,9,15,16,5
4563,2011-11-03 05:00:00,3,0,1,1,13.12,16.665,81,8.9981,1,27,28,2011,11,3,5,3
2981,2011-07-13 03:00:00,2,0,1,1,30.34,34.09,58,12.998,0,4,4,2011,7,13,3,2
347,2011-01-15 23:00:00,4,0,0,1,12.3,14.395,45,19.0012,5,39,44,2011,1,15,23,5
1257,2011-03-17 05:00:00,4,0,1,1,13.12,16.665,76,7.0015,0,13,13,2011,3,17,5,3
3767,2011-09-07 22:00:00,2,0,1,3,25.42,27.275,94,11.0014,3,26,29,2011,9,7,22,2
781,2011-02-15 23:00:00,4,0,1,2,9.02,12.88,44,6.0032,0,20,20,2011,2,15,23,1
10576,2012-12-07 02:00:00,3,0,1,2,10.66,13.635,70,8.9981,0,11,11,2012,12,7,2,4
3820,2011-09-10 04:00:00,2,0,0,1,23.78,27.275,94,6.0032,3,4,7,2011,9,10,4,5
7894,2012-06-09 07:00:00,1,0,0,1,23.78,27.275,64,7.0015,26,61,87,2012,6,9,7,5
98,2011-01-05 07:00:00,4,0,1,1,7.38,9.09,43,12.998,1,87,88,2011,1,5,7,2
748,2011-02-14 13:00:00,4,0,1,1,23.78,27.275,19,26.0027,27,93,120,2011,2,14,13,0
6820,2012-04-02 12:00:00,1,0,1,1,18.04,21.97,44,30.0026,100,181,281,2012,4,2,12,0
6280,2012-02-17 22:00:00,4,0,1,1,14.76,17.425,40,15.0013,15,92,107,2012,2,17,22,4
809,2011-02-17 04:00:00,4,0,1,1,13.12,15.91,57,12.998,3,1,4,2011,2,17,4,3
2408,2011-06-08 06:00:00,1,0,1,1,26.24,28.79,89,8.9981,13,103,116,2011,6,8,6,2
9778,2012-10-11 19:00:00,3,0,1,1,18.04,21.97,51,8.9981,81,662,743,2012,10,11,19,3
9815,2012-10-13 08:00:00,3,0,0,1,13.94,17.425,53,7.0015,23,151,174,2012,10,13,8,5
7770,2012-06-04 03:00:00,1,0,1,2,22.96,26.515,60,11.0014,0,5,5,2012,6,4,3,0
2582,2011-06-15 12:00:00,1,0,1,1,28.7,31.82,34,15.0013,33,178,211,2011,6,15,12,2
2955,2011-07-12 01:00:00,2,0,1,1,28.7,33.335,79,6.0032,6,8,14,2011,7,12,1,1
9457,2012-09-17 10:00:00,2,0,1,2,25.42,30.305,65,12.998,73,129,202,2012,9,17,10,0
5863,2012-01-19 12:00:00,4,0,1,1,8.2,9.85,51,12.998,5,106,111,2012,1,19,12,3
9125,2012-09-03 14:00:00,2,1,0,1,30.34,34.85,70,19.9995,163,349,512,2012,9,3,14,0
2078,2011-05-13 12:00:00,1,0,1,2,21.32,25.0,88,12.998,53,170,223,2011,5,13,12,4
1794,2011-05-01 16:00:00,1,0,0,2,20.5,24.24,72,12.998,75,139,214,2011,5,1,16,6
5020,2011-12-03 06:00:00,3,0,0,1,9.84,12.88,65,7.0015,1,10,11,2011,12,3,6,5
8471,2012-07-14 08:00:00,2,0,0,1,25.42,29.545,78,19.0012,33,118,151,2012,7,14,8,5
3301,2011-08-07 11:00:00,2,0,0,1,33.62,41.665,63,0.0,113,156,269,2011,8,7,11,6
8634,2012-08-02 03:00:00,2,0,1,1,27.06,30.305,83,0.0,0,6,6,2012,8,2,3,3
6528,2012-03-09 06:00:00,4,0,1,2,16.4,20.455,50,23.9994,2,83,85,2012,3,9,6,4
1926,2011-05-07 04:00:00,1,0,0,1,16.4,20.455,82,7.0015,1,4,5,2011,5,7,4,5
8945,2012-08-15 02:00:00,2,0,1,1,27.88,31.82,65,0.0,1,7,8,2012,8,15,2,2
4147,2011-10-04 20:00:00,3,0,1,1,21.32,25.0,68,15.0013,25,236,261,2011,10,4,20,1
5089,2011-12-06 03:00:00,3,0,1,2,18.86,22.725,87,12.998,0,3,3,2011,12,6,3,1
1043,2011-03-08 00:00:00,4,0,1,1,10.66,14.395,48,6.0032,1,9,10,2011,3,8,0,1
9876,2012-10-15 21:00:00,3,0,1,1,21.32,25.0,59,22.0028,16,190,206,2012,10,15,21,0
1858,2011-05-04 08:00:00,1,0,1,3,13.94,15.15,93,26.0027,5,74,79,2011,5,4,8,2
1361,2011-04-02 14:00:00,1,0,0,3,13.12,15.15,76,22.0028,97,93,190,2011,4,2,14,5
6030,2012-02-07 12:00:00,4,0,1,1,16.4,20.455,40,22.0028,9,163,172,2012,2,7,12,1
7367,2012-05-06 08:00:00,1,0,0,2,20.5,24.24,88,8.9981,23,91,114,2012,5,6,8,6
2903,2011-07-09 21:00:00,2,0,0,1,30.34,34.09,58,11.0014,83,155,238,2011,7,9,21,5
2234,2011-06-01 00:00:00,1,0,1,1,28.7,33.335,79,11.0014,9,25,34,2011,6,1,0,2
5270,2011-12-13 16:00:00,3,0,1,1,15.58,19.695,37,16.9979,13,194,207,2011,12,13,16,1
9096,2012-09-02 09:00:00,2,0,0,2,28.7,33.335,84,0.0,88,144,232,2012,9,2,9,6
9765,2012-10-11 06:00:00,3,0,1,1,14.76,17.425,50,11.0014,1,158,159,2012,10,11,6,3
6772,2012-03-19 11:00:00,4,0,1,1,22.96,26.515,68,11.0014,56,145,201,2012,3,19,11,0
2823,2011-07-06 13:00:00,2,0,1,2,30.34,34.85,70,7.0015,33,107,140,2011,7,6,13,2
4876,2011-11-16 06:00:00,3,0,1,2,18.86,22.725,94,6.0032,4,52,56,2011,11,16,6,2
6543,2012-03-09 21:00:00,4,0,1,1,14.76,16.665,34,22.0028,8,133,141,2012,3,9,21,4
5135,2011-12-08 01:00:00,3,0,1,1,10.66,11.365,81,23.9994,1,6,7,2011,12,8,1,3
3928,2011-09-14 17:00:00,2,0,1,1,31.16,34.85,52,19.0012,87,512,599,2011,9,14,17,2
2414,2011-06-08 12:00:00,1,0,1,1,36.08,40.91,42,8.9981,15,134,149,2011,6,8,12,2
2926,2011-07-10 20:00:00,2,0,0,1,31.16,34.85,55,12.998,101,167,268,2011,7,10,20,6
5977,2012-02-05 06:00:00,4,0,0,2,10.66,12.12,70,16.9979,0,4,4,2012,2,5,6,6
4655,2011-11-07 01:00:00,3,0,1,1,13.94,18.18,87,0.0,2,6,8,2011,11,7,1,0
8086,2012-06-17 07:00:00,1,0,0,1,21.32,25.0,72,6.0032,18,30,48,2012,6,17,7,6
10103,2012-11-06 08:00:00,3,0,1,1,9.02,11.365,69,11.0014,20,568,588,2012,11,6,8,1
10261,2012-11-12 23:00:00,3,1,0,2,22.14,25.76,77,15.0013,1,62,63,2012,11,12,23,0
9918,2012-10-17 15:00:00,3,0,1,2,23.78,27.275,43,15.0013,62,239,301,2012,10,17,15,2
